Txhash,From,Method,Value_IN(ETH),origin_chain,destination_chain,round_id,recipient_id,amount,token,donor,origin
0xb5af846672d0b2886b5b311e7dc0a54415e548e48e2083a05fb59499df168e29,0xd50b50aba70ddffc9361ef1313c4323fc3a43229,Allocate,0.00031440200000000003,42161,42161,29,0x6d13A802cd8Eb33d3F66d5d7dc71c2024cfE1AF8,314402049645768.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0xd50b50aba70ddffc9361ef1313c4323fc3a43229,0xd50b50aba70ddffc9361ef1313c4323fc3a43229
0x36e17ebe5db6cfc4c00bc37419011623042c9fe7c25ec07a828b8c494e73e8fa,0x5abca791c22e7f99237fcc04639e094ffa0ccce9,Allocate,0.000313467,42161,42161,25,0x0357B1EE567B349987e54C5b1c557526935322A5,313466688254492.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x5abca791c22e7f99237fcc04639e094ffa0ccce9,0x5abca791c22e7f99237fcc04639e094ffa0ccce9
0xd07ae77c7d4346eacfd63eadbf76c5d14ec9b21d80ba323f6c0bee9eb1cd827a,0x75a0c2d1df51c07982de3ff031e5232518676b19,Allocate,0.000307343,42161,42161,25,0x8c8c259579e596b7BdB2BbC3E17D1b8d71E7a56d,307342733742125.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x75a0c2d1df51c07982de3ff031e5232518676b19,0x75a0c2d1df51c07982de3ff031e5232518676b19
0xc9ac4dcd6b4a2cac27ece283bd8c1e9fe4f705e9513412339e6ca95d0514c572,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000426624,42161,42161,25,0x0357B1EE567B349987e54C5b1c557526935322A5,426623814628586.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0x1395dc0a3ea7488d66045ed60f298c636a65484745d6f71c180a18f0759a7e32,0x75a0c2d1df51c07982de3ff031e5232518676b19,Allocate,0.000609463,42161,42161,28,0x2bb43F1eA8590bf85D102cEe0c148BfC175a9c1F,609462592326552.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x75a0c2d1df51c07982de3ff031e5232518676b19,0x75a0c2d1df51c07982de3ff031e5232518676b19
0x96b5af7570280d9a620c449ac9953491c02e902cad1e3fc8b7c29540d2433829,0x1b7612547a5d16c5772ab34dbafee717e2284d1c,Allocate,0.000599206,42161,42161,25,0x8c8c259579e596b7BdB2BbC3E17D1b8d71E7a56d,599205514924458.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x1b7612547a5d16c5772ab34dbafee717e2284d1c,0x1b7612547a5d16c5772ab34dbafee717e2284d1c
0x1e2d2fa6084d703e16874587377284947448a712b99d56250859157c5478405b,0x222e3cb8d92bc316e9dc8b45eb218702bf94f9c1,Allocate,0.0005974040000000001,42161,42161,25,0x8c8c259579e596b7BdB2BbC3E17D1b8d71E7a56d,597403603844618.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x222e3cb8d92bc316e9dc8b45eb218702bf94f9c1,0x222e3cb8d92bc316e9dc8b45eb218702bf94f9c1
0x320b92c1c8abc983f27176ee9c98fbf355b4f755cecfc0413f34e0fd9e0ec9b4,0x96a4715280c3dac3f3093d51aa278aa5eb60ffde,Allocate,0.000311806,42161,42161,25,0x8c8c259579e596b7BdB2BbC3E17D1b8d71E7a56d,311806054921948.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x96a4715280c3dac3f3093d51aa278aa5eb60ffde,0x96a4715280c3dac3f3093d51aa278aa5eb60ffde
0x1804ce7ebfe55c70fca2ced636000f344872d248742e99beae41e08279322311,0x9d75f4ebcb8e7669e59dcc27cbadc698e0f77187,Allocate,0.000312724,42161,42161,27,0x693B307d4DE13617CF9eD227721Dd4e72a16048D,312723975899303.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x9d75f4ebcb8e7669e59dcc27cbadc698e0f77187,0x9d75f4ebcb8e7669e59dcc27cbadc698e0f77187
0x08ea3cbbc0edac2b2c72ae7dd0d4bf4213b4ddf1d9820b4d28cce7082aab14f2,0x96a4715280c3dac3f3093d51aa278aa5eb60ffde,Allocate,0.00031303099999999996,42161,42161,25,0x10CDeDA1A78EceE73Dd348A5FbC3773cff8befFF,313031097740327.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x96a4715280c3dac3f3093d51aa278aa5eb60ffde,0x96a4715280c3dac3f3093d51aa278aa5eb60ffde
0x7581aee7ab722b6bcbfe344951be636ccf59acd0c632228773160a6465af16bb,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000313265,42161,42161,29,0x520CB7745C8767c3d5C57C0Dda0F821A9A68c10C,313264974499345.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0xa1bccf89aa7056014edb50cb15cefc6be2accbb7c0bd275bb7e991834689c8d9,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.00031408900000000003,42161,42161,25,0x73B00B94762f800A244B6a84617Adbf07b9520a8,314089184517317.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0x6e5738b87d34237428554657f112f347f96aa4167bb451f91d710b8b45e54034,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.00031408900000000003,42161,42161,25,0xCd258acEF60f17dfc9d0A93CBeaebb30928c0158,314089184517317.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0x16d48042901a2294463b82e5432adcfb4e806b7d99f19e1c496346f87ca9e4b4,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000314107,42161,42161,29,0x30ac656d79B4D523B5887bCc2F617e6381A46531,314107368988159.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0x3db0db4471802983fe42ba4cd6731d107e6d52cef54ec5dfe1dfc20a21f0cf6e,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000314107,42161,42161,28,0xb8f55D18caB37D3D00Eae83Fa661C42E83977ffA,314107368988159.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0x600e8c0262ba07adc0052d1e9283585b1c38c566c98bef3fcbd15a45fd51aa3a,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000314686,42161,42161,27,0xDCcD20157ca2Deae3C6073cdC73EaD1e83936521,314685555977786.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0xdf54cd4686262811d1fe574d079f61f615e599aeffc358b1815e87c45efb08aa,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000314676,42161,42161,26,0x22474b79A1801507DC75Bf9257De937CE42F52C1,314675674597445.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0x4d79242a8bdca9b212811cf804e337b4d75d415cf688a75ab4aff5539da9f4d6,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000314742,42161,42161,25,0x745e2F4C0cD49d6138a35238196D1330d06316B3,314741558306176.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0x5f27c3ef3584a8f6c7b9f20457699966ee21f7567c637c9b651907ed420d6e4c,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000315216,42161,42161,25,0x0b86F8a20c2b3Fed2e39B227A62c63Ea2aB1ab25,315216119284907.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0x8eac44a3aadef3313195ec75b5dc82fe4f8fa73bd4a6e3645e3f51674b671cb9,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000315216,42161,42161,25,0xfb354294C904142368293Ba987751C956453F44C,315216118753458.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0xab47152d3738485f514a0d45b83ddf4ecddd4fc30b567a5905be7936ffbc4b4f,0xb04e6891e584f2884ad2ee90b6545ba44f843c4a,Allocate,0.000314565,42161,42161,27,0xe9dA9D6B646C693b0651c7926E4666C924C4d01A,314565048349756.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0xb04e6891e584f2884ad2ee90b6545ba44f843c4a,0xb04e6891e584f2884ad2ee90b6545ba44f843c4a
0x1962cd0b8d5ca50a8c223b0ccba88827810490e8fc935cb1982b393cf34183ed,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.00031431,42161,42161,24,0xE9520465f25005aBD24AB46aa4C622DBCF1b79E0,314310284846842.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0x39cf6750e81f4640e8a92f31fe7f56a43596d5ea43d4c9004f32a470248a4d1d,0xac9a626c94032d2d4b5317af798ac48ba503e1e2,Allocate,0.000313553,42161,42161,25,0x8c8c259579e596b7BdB2BbC3E17D1b8d71E7a56d,313553191481424.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0xac9a626c94032d2d4b5317af798ac48ba503e1e2,0xac9a626c94032d2d4b5317af798ac48ba503e1e2
0xc9d8b63e5b2566a19e22250d90c7f8efaee1b419205fa04ccc17d682aa820951,0xd3316c7b1567f1465ff0716708262e585333707d,Allocate,0.001567778,42161,42161,25,0x8c8c259579e596b7BdB2BbC3E17D1b8d71E7a56d,1567778040739785.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0xd3316c7b1567f1465ff0716708262e585333707d,0xd3316c7b1567f1465ff0716708262e585333707d
0x8d7c63dabd02ada451cc192f7c4ddcd1374bb6aa80c6aa380bcc0cf0cc6cfb49,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000482939,42161,42161,27,0x1678f8AEe350FE5Bef26867768002B69677306bD,482939359917273.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0x0b0e79825e4e6e73b53899cf2926b182705d552c365f52f3adece25751754858,0x6b2b94b69f03f3b3a917778e610f41f1318a5bf0,Allocate,0.00032196,42161,42161,26,0xD9295933C51Bdd450d37bfC4FdF93415cA5712EA,321959573278182.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x6b2b94b69f03f3b3a917778e610f41f1318a5bf0,0x6b2b94b69f03f3b3a917778e610f41f1318a5bf0
0x85379777972a826cd9be2dae7f9d3ba2677915825167e5f11e5e6136032b5729,0x2a5a847dfef231ed9a680d32c3bb39582423e72f,Allocate,0.00034742,42161,42161,25,0x8c8c259579e596b7BdB2BbC3E17D1b8d71E7a56d,347419602599982.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x2a5a847dfef231ed9a680d32c3bb39582423e72f,0x2a5a847dfef231ed9a680d32c3bb39582423e72f
0x08c6f07ac114dcc26b36513c7eb3ae38ac750c65d40e59834627b1a126d63406,0xb04e6891e584f2884ad2ee90b6545ba44f843c4a,Allocate,0.0006761769999999999,42161,42161,29,0x520CB7745C8767c3d5C57C0Dda0F821A9A68c10C,676177009197656.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0xb04e6891e584f2884ad2ee90b6545ba44f843c4a,0xb04e6891e584f2884ad2ee90b6545ba44f843c4a
0x3f434b97e60a0a3068073f52923691fcfd14faa3d905af33758a52b7e7fd4275,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000340675,42161,42161,29,0x520CB7745C8767c3d5C57C0Dda0F821A9A68c10C,340674516266692.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0xe004b6bae5d03a8aa0defbd94a18b44c5ca1300af707efa9f765f4de9865a9ac,0x6b2b94b69f03f3b3a917778e610f41f1318a5bf0,Allocate,0.00033507,42161,42161,25,0x89cDc7A9834996349110D1DE5208A525723D8a27,335070324418284.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x6b2b94b69f03f3b3a917778e610f41f1318a5bf0,0x6b2b94b69f03f3b3a917778e610f41f1318a5bf0
0xab16c4568f8f07a8037749bbe65576e2efd2542471973c561c6010b2c45c41bb,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.00033453,42161,42161,29,0x30ac656d79B4D523B5887bCc2F617e6381A46531,334530180931782.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0xa7ec16c630deb314b92df6d1290afc31ac33aa4181676f52bc953d495f3329ce,0x36f322fc85b24ab13263cfe9217b28f8e2b38381,Allocate,0.000319401,42161,42161,24,0xE6F62e778F586385c31Ee7Db1Dae1AcDC214BC70,319401463219871.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x36f322fc85b24ab13263cfe9217b28f8e2b38381,0x36f322fc85b24ab13263cfe9217b28f8e2b38381
0x229737763d8e6e24f892f5745eeb967a0407ad697564561bbd6bc824032246e6,0xafe55998f41d851d950874b0b5492d0709f7ed3d,Allocate,0.00063911,42161,42161,26,0xE264C2D15229340dd781052FC271A597E4a5fE00,639109820158402.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0xafe55998f41d851d950874b0b5492d0709f7ed3d,0xafe55998f41d851d950874b0b5492d0709f7ed3d
0x801cb8a39e88b99123b731451df02763db4ee77f8b3ea0c926f7b9c2eb5743ed,0x334eb3ef3f8ff784d60ddcd13cb2ed8c0db8b853,Allocate,0.003502513,42161,42161,25,0x8c8c259579e596b7BdB2BbC3E17D1b8d71E7a56d,3502512825547373.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x334eb3ef3f8ff784d60ddcd13cb2ed8c0db8b853,0x334eb3ef3f8ff784d60ddcd13cb2ed8c0db8b853
0xd5236a26e7bbde2ac5a43a1911f3ae30c909b91282b1e717246669a8f61c29ef,0x426006904582f279e6214eef67ff10f6f1bf634f,Allocate,0.000322183,42161,42161,27,0x18d43Fa61A015F947BfbD0874c9f9E263c6eF55b,322182687123333.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x426006904582f279e6214eef67ff10f6f1bf634f,0x426006904582f279e6214eef67ff10f6f1bf634f
0x895d0b186595412626eca7f19890de44a57d8fc199be41f8e66d01a37cc96f00,0xa6b94ce98d6cd4f447a9c6788f169dd17f65f747,Allocate,0.000315577,42161,42161,25,0x8c8c259579e596b7BdB2BbC3E17D1b8d71E7a56d,315576904594249.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0xa6b94ce98d6cd4f447a9c6788f169dd17f65f747,0xa6b94ce98d6cd4f447a9c6788f169dd17f65f747
0x091870887fabca9a530c0bcd9dea14a7bd12402f945da3102a3114891b7724ad,0xc3c252d020add12f1fae475df2dd1f7f2ba6a19b,Allocate,0.000312549,42161,42161,26,0x616308a151777F4DeDcA00e594633B43891F1374,312548943156436.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0xc3c252d020add12f1fae475df2dd1f7f2ba6a19b,0xc3c252d020add12f1fae475df2dd1f7f2ba6a19b
0x9bb156eb65a12b15eea2e61e506f6509484fed0a7a749f8813903573236d9ec3,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000323204,42161,42161,25,0xec466a03f5FBF841Bb13Ec30b6f61a31789d0B3D,323204484601577.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
0x554db3b7ebd4a7084d2f81ac07bbcfa9179a9a1fdef0bb492f2f25891e5a407b,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,Allocate,0.000323156,42161,42161,25,0x8780EC5C0A9B1bbA610ba35721ECE6EfFEa364dE,323156040653114.0,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85
